55,507
189,508

194,464
61,459

57,415
193,411

199,370
53,364

53,324
202,326

216,302
78,259

106,204
234,272

269,251
145,163

297,232
188,127

327,223
231,105

354,208
272,87

386,202
312,73

414,195
352,59

444,187
401,49

477,185
445,38

513,179
488,37

553,177
535,28

585,166
572,27

627,161
618,21

667,159
655,16

714,154
698,18

758,149
737,17

795,148
776,14

825,143
806,13

860,141
844,13

897,141
885,14

937,141
925,13

958,139
960,15

990,134
1011,18

1006,138
1065,18

1009,145
1165,27

1005,153
1247,66

980,171
1215,154

971,206
1173,199

986,257
1159,230

1006,302
1163,256

1049,341
1180,278

1096,376
1195,290

1137,402
1215,291

1177,414
1225,297

1234,425
1238,290

1280,422
1257,288

1316,409
1278,285

1357,394
1301,275

1395,373
1322,265

1433,341
1340,254

1459,314
1358,233

1479,283
1379,214

1497,254
1395,192

1510,217
1396,172

1516,187
1395,144

1518,160
1397,111

1532,136
1406,68

1529,116
1451,22

1552,117
1512,10

1575,116
1567,12

1592,116
1610,16

1610,131
1651,30

1622,142
1685,48

1634,160
1715,73

1641,182
1730,108

1651,198
1750,155

1653,218
1757,201

1650,248
1765,235

1654,278
1768,267

1647,306
1775,296

1653,340
1777,327

1650,366
1775,354

1650,396
1783,385

1649,427
1779,419

1648,458
1775,451

1648,491
1770,483

1645,519
1784,511

1645,549
1781,550

1645,565
1776,602

1634,577
1781,662

1623,577
1745,710

1613,580
1675,736

1596,581
1612,734

1573,587
1579,730

1549,584
1552,724

1506,592
1507,727

1473,588
1469,730

1433,597
1436,733

1396,594
1399,728

1354,598
1355,731

1305,596
1302,749

1259,602
1257,749

1210,600
1212,745

1165,597
1170,749

1116,603
1122,751

1063,603
1065,749

1021,606
1017,752

974,607
976,744

934,606
926,758

889,609
883,756

850,609
831,751

819,606
781,753

771,608
722,769

741,613
653,754

596,734
730,603

729,577
591,696

576,688
688,536

643,510
564,678

592,507
551,674

550,509
536,675

506,514
518,679

468,526
501,679

434,528
480,683

396,551
468,699

370,583
451,704

347,610
442,718

333,622
434,730

320,625
418,757

305,626
368,764

295,622
317,777

276,627
273,773

249,623
220,774

231,620
158,767

207,613
118,740

195,589
82,694

186,570
59,641

185,550
41,589

183,529
54,539
