314,775
313,884

393,880
393,779

478,778
478,877

547,883
547,770

618,772
619,882

691,882
690,770

722,774
744,884

732,767
781,880

746,752
802,864

770,737
836,845

789,713
868,822

814,694
889,796

911,766
843,675

872,655
941,746

962,717
908,630

945,621
985,710

1017,706
985,609

1023,588
1044,698

1078,694
1078,583

1118,586
1111,691

1152,694
1162,591

1199,595
1184,697

1209,712
1237,600

1268,615
1226,727

1246,738
1293,634

1319,649
1267,748

1287,762
1351,665

1372,687
1299,774

1317,795
1388,704

1405,721
1340,821

1362,846
1417,736

1431,753
1386,860

1422,865
1442,757

1470,758
1460,868

1507,870
1521,759

1542,763
1558,871

1593,877
1556,754

1572,747
1633,863

1675,847
1583,738

1587,723
1723,815

1742,777
1592,712

1584,690
1750,742

1762,707
1581,681

1568,665
1768,674

1752,640
1563,641

1544,610
1720,598

1697,574
1531,586

1516,556
1674,545

1651,510
1506,525

1493,490
1653,483

1655,454
1510,451

1529,418
1660,429

1542,389
1676,402

1561,356
1701,370

1722,341
1588,317

1598,283
1740,309

1615,257
1760,272

1618,241
1775,222

1617,223
1772,192

1610,216
1771,146

1595,215
1772,99

1584,216
1738,64

1568,219
1670,53

1550,221
1589,55

1525,226
1545,63

1504,232
1493,78

1465,245
1436,92

1371,266
1331,118

1274,289
1242,142

1202,305
1167,162

1128,319
1102,182

1029,200
1055,333

969,225
999,351

915,254
942,358

902,368
887,270

869,276
862,369

823,369
840,273

823,270
787,351

758,335
805,239

774,206
719,318

682,298
729,168

685,152
639,282

596,267
634,132

580,109
538,236

486,219
528,93

424,190
458,55

408,39
380,177

344,168
359,28

325,29
317,168

300,162
296,27

261,36
274,160

254,161
223,45

187,52
247,164

244,181
155,62

132,76
235,189

241,204
102,110

100,150
244,214

250,228
93,183

81,221
251,240

89,254
257,256

260,265
99,292

102,319
271,273

282,276
134,344

154,368
289,281

304,285
186,381

206,392
315,298

334,304
229,403

241,424
359,321

376,332
241,437

250,450
399,338

408,365
253,451

253,461
413,411

422,442
257,463

250,477
415,488

404,519
252,487

247,503
393,551

385,573
242,517

229,532
360,596

346,620
220,545

199,552
320,639

306,659
195,561

178,567
287,670

268,681
167,572

146,576
241,693

217,707
134,586

119,593
201,717

197,727
92,617

77,643
191,732

190,744
67,680

63,713
188,751

190,761
67,749

73,783
197,767

201,773
95,826

124,856
206,777

214,778
159,866

189,876
219,781

226,778
217,877

246,877
252,780
